propertyType,furnishing,flrNum,facing,totalFlrNum,city,carpetArea,bedrooms,bathrooms,exactPrice
Residential House,Unfurnished,1.0,North - West,3,Chandigarh,7.0,6,5,27500000
Residential House,Semi-Furnished,0.0,North - East,2,Chandigarh,1250.0,6,6,42500000
Multistorey Apartment,Semi-Furnished,8.0,North - East,13,Chandigarh,1200.0,3,2,5150000
Villa,Semi-Furnished,2.0,North,2,Chandigarh,5.0,4,3,22500000
Residential House,Unfurnished,0.0,North - West,3,Chandigarh,1000.0,7,6,55000000
Villa,Semi-Furnished,2.0,North - East,2,Chandigarh,8.0,6,5,780000000
Multistorey Apartment,Semi-Furnished,5.0,East,5,Chandigarh,1100.0,2,2,9500000
Villa,Unfurnished,2.0,North - West,1,Chandigarh,500.0,1,1,220000000
Multistorey Apartment,Semi-Furnished,2.0,North - East,4,Chandigarh,1250.0,3,3,7500000
Residential House,Unfurnished,0.0,South -West,1,Chandigarh,500.0,5,5,105000000
Multistorey Apartment,Semi-Furnished,3.0,North - East,13,Chandigarh,1750.0,4,3,9900000
Residential House,Semi-Furnished,2.0,North - East,3,Chandigarh,1200.0,5,3,10500000
Multistorey Apartment,Unfurnished,3.0,North,5,Bhopal,1000.0,3,2,2850000
Multistorey Apartment,Semi-Furnished,2.0,North,3,Chandigarh,1000.0,1,1,1890000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Chandigarh,1000.0,2,2,6900000
Multistorey Apartment,Furnished,2.0,Unknown,6,Chandigarh,1000.0,3,3,8253024
Multistorey Apartment,Unfurnished,4.0,East,13,Chandigarh,1900.0,3,3,7800000
Multistorey Apartment,Semi-Furnished,2.0,North - East,14,Chandigarh,1000.0,2,2,6200000
Multistorey Apartment,Semi-Furnished,1.0,East,8,Chandigarh,1500.0,3,3,8500000
Builder Floor Apartment,Semi-Furnished,1.0,North - East,3,Chandigarh,1650.0,3,3,6800000
Multistorey Apartment,Semi-Furnished,7.0,North - East,14,Chandigarh,1195.0,3,3,10100000
Multistorey Apartment,Semi-Furnished,5.0,East,7,Chandigarh,500.0,1,1,2600000
Multistorey Apartment,Semi-Furnished,3.0,North - East,15,Chandigarh,1375.0,3,3,9250000
Multistorey Apartment,Furnished,2.0,North - East,7,Chandigarh,1448.0,3,3,6600000
Multistorey Apartment,Semi-Furnished,4.0,North - East,6,Chandigarh,840.0,2,2,5012000
Multistorey Apartment,Unfurnished,3.0,North - East,3,Chandigarh,1080.0,3,3,5650000
Multistorey Apartment,Unfurnished,0.0,North - East,3,Chandigarh,1550.0,4,3,22500000
Multistorey Apartment,Semi-Furnished,2.0,East,4,Chandigarh,1100.0,3,3,7975000
Builder Floor Apartment,Unfurnished,3.0,East,4,Chandigarh,900.0,3,3,7500000
Multistorey Apartment,Furnished,4.0,North,4,Chandigarh,1440.0,4,4,7510000
Builder Floor Apartment,Semi-Furnished,2.0,East,4,Chandigarh,1000.0,3,3,6090000
Multistorey Apartment,Semi-Furnished,2.0,East,4,Chandigarh,1000.0,3,3,6600000
Multistorey Apartment,Semi-Furnished,2.0,East,13,Chandigarh,1610.0,3,3,13350000
Multistorey Apartment,Semi-Furnished,3.0,North - East,13,Chandigarh,1760.0,3,2,12900000
Multistorey Apartment,Semi-Furnished,5.0,North - West,12,Chandigarh,1000.0,3,2,6200000
Multistorey Apartment,Semi-Furnished,5.0,North - East,10,Chandigarh,1550.0,3,3,7090000
Builder Floor Apartment,Semi-Furnished,1.0,East,4,Chandigarh,1450.0,3,3,6690000
Multistorey Apartment,Unfurnished,8.0,East,12,Chandigarh,1850.0,4,4,12000000
Multistorey Apartment,Semi-Furnished,2.0,East,4,Chandigarh,1000.0,3,3,6300000
Multistorey Apartment,Semi-Furnished,3.0,East,10,Chandigarh,1000.0,4,3,7800000
Multistorey Apartment,Semi-Furnished,10.0,North - East,10,Chandigarh,1350.0,3,3,5000000
Multistorey Apartment,Furnished,4.0,East,18,Chandigarh,3319.0,4,4,27063000
Multistorey Apartment,Semi-Furnished,7.0,North,22,Chandigarh,1681.0,3,3,18000000
Residential House,Semi-Furnished,0.0,North,2,Chandigarh,144.0,4,4,13500000
Multistorey Apartment,Semi-Furnished,4.0,North - East,4,Chandigarh,1400.0,3,3,6800000
Residential House,Semi-Furnished,2.0,North,2,Chandigarh,3000.0,4,4,47500000
Multistorey Apartment,Semi-Furnished,1.0,North - East,4,Chandigarh,1250.0,3,3,7200000
Multistorey Apartment,Unfurnished,2.0,North - East,11,Chandigarh,1000.0,3,3,6990000
Residential House,Unfurnished,0.0,South - East,2,Chandigarh,500.0,5,5,105000000
Residential House,Semi-Furnished,0.0,North - East,2,Chandigarh,1600.0,6,6,39000000
Residential House,Unfurnished,1.0,East,3,Chandigarh,8.0,6,5,32000000
Villa,Semi-Furnished,2.0,North,3,Chandigarh,8.0,5,4,35000000
Multistorey Apartment,Semi-Furnished,4.0,North - East,13,Chandigarh,1400.0,3,3,6300000
Multistorey Apartment,Semi-Furnished,1.0,East,4,Bhopal,1000.0,1,1,700000
Villa,Semi-Furnished,2.0,East,2,Chandigarh,4.0,6,5,450000000
Residential House,Unfurnished,1.0,Unknown,1,Bhopal,450.0,1,1,1200000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,3,Bhopal,1000.0,1,1,1400000
Residential House,Unfurnished,0.0,North - West,3,Chandigarh,1000.0,4,3,31000000
Multistorey Apartment,Unfurnished,2.0,Unknown,3,Bhopal,1000.0,2,2,1700000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,5,Bhopal,1000.0,3,3,3200000
Residential House,Furnished,2.0,Unknown,3,Bhopal,1000.0,3,3,2500000
Residential House,Semi-Furnished,2.0,Unknown,2,Bhopal,1000.0,5,3,4500000
Residential House,Unfurnished,0.0,Unknown,1,Bhopal,1000.0,3,1,3500000
Villa,Furnished,2.0,Unknown,2,Bhopal,1000.0,3,3,4400000
Builder Floor Apartment,Unfurnished,1.0,Unknown,3,Bhopal,1000.0,3,2,6000000
Villa,Unfurnished,2.0,Unknown,1,Bhopal,1800.0,4,3,16500000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,6,Bhopal,1000.0,3,2,2800000
Multistorey Apartment,Unfurnished,5.0,North - East,6,Bhopal,1000.0,3,2,3500000
Multistorey Apartment,Unfurnished,3.0,East,3,Bhopal,1050.0,3,3,3700000
Builder Floor Apartment,Unfurnished,2.0,Unknown,4,Bhopal,1000.0,2,1,1000000
Multistorey Apartment,Unfurnished,4.0,Unknown,10,Bhopal,1000.0,2,2,3700000
Residential House,Unfurnished,2.0,Unknown,1,Bhopal,360.0,2,1,1500000
Multistorey Apartment,Unfurnished,5.0,East,6,Bhopal,1000.0,3,3,3500000
Multistorey Apartment,Semi-Furnished,2.0,North - East,2,Bhopal,393.0,1,1,1200000
Residential House,Semi-Furnished,2.0,Unknown,2,Bhopal,1000.0,3,2,4200000
Multistorey Apartment,Unfurnished,1.0,East,6,Bhopal,1000.0,3,2,3000000
Villa,Unfurnished,2.0,West,2,Bhopal,800.0,3,3,4600000
Multistorey Apartment,Unfurnished,3.0,Unknown,5,Bhopal,900.0,3,2,3800000
Multistorey Apartment,Unfurnished,3.0,Unknown,6,Bhopal,1000.0,2,2,1700000
Villa,Unfurnished,2.0,Unknown,2,Bhopal,1200.0,4,3,10000000
Residential House,Semi-Furnished,2.0,East,3,Bhopal,3000.0,5,5,7000000
Multistorey Apartment,Semi-Furnished,0.0,East,2,Bhopal,750.0,2,2,1900000
Residential House,Semi-Furnished,0.0,North,3,Bhopal,1000.0,4,4,16000000
Residential House,Furnished,0.0,North - East,1,Bhopal,1070.0,3,2,6850000
Builder Floor Apartment,Unfurnished,2.0,Unknown,4,Bhopal,1000.0,3,2,5000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,7,Bhopal,1000.0,3,2,3500000
Multistorey Apartment,Semi-Furnished,1.0,Unknown,4,Bhopal,1000.0,3,2,4000000
Residential House,Furnished,1.0,East,1,Bhopal,1000.0,3,1,4000000
Villa,Unfurnished,2.0,West,1,Bhopal,800.0,3,3,4000000
Multistorey Apartment,Unfurnished,4.0,Unknown,6,Bhopal,1000.0,2,2,2060000
Multistorey Apartment,Unfurnished,1.0,Unknown,6,Bhopal,1000.0,3,3,4000000
Multistorey Apartment,Semi-Furnished,1.0,East,2,Chandigarh,1050.0,2,2,12000000
Villa,Unfurnished,2.0,North,3,Chandigarh,4500.0,7,4,61000000
Multistorey Apartment,Unfurnished,0.0,Unknown,3,Chandigarh,1500.0,4,3,22500000
Multistorey Apartment,Semi-Furnished,5.0,North - East,14,Chandigarh,1110.0,3,3,13200000
Residential House,Semi-Furnished,0.0,East,2,Chandigarh,1000.0,3,3,4590000
Multistorey Apartment,Unfurnished,7.0,North - East,15,Chandigarh,1880.0,3,3,9500000
Multistorey Apartment,Semi-Furnished,4.0,North - East,4,Chandigarh,1390.0,3,3,7650000
Multistorey Apartment,Furnished,2.0,Unknown,6,Chandigarh,1000.0,3,3,8614825
Multistorey Apartment,Furnished,1.0,East,12,Chandigarh,1095.0,3,3,13000000
Multistorey Apartment,Unfurnished,6.0,East,11,Chandigarh,1000.0,3,3,7500000
Villa,Unfurnished,2.0,North - West,2,Chandigarh,1000.0,4,5,120000000
Multistorey Apartment,Unfurnished,3.0,North,4,Chandigarh,1027.0,2,2,9000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Chandigarh,1000.0,1,1,3890000
Multistorey Apartment,Unfurnished,7.0,East,13,Chandigarh,2975.0,5,5,17000000
Multistorey Apartment,Semi-Furnished,1.0,East,7,Chandigarh,1900.0,3,3,9900000
Multistorey Apartment,Unfurnished,2.0,North - West,3,Chandigarh,1600.0,4,3,15000000
Builder Floor Apartment,Unfurnished,4.0,South - East,4,Chandigarh,1250.0,3,3,10100000
Multistorey Apartment,Unfurnished,2.0,North - East,3,Chandigarh,1000.0,3,3,5650000
Multistorey Apartment,Semi-Furnished,5.0,North - East,11,Chandigarh,1500.0,3,3,7700000
Multistorey Apartment,Semi-Furnished,7.0,North - East,15,Chandigarh,1395.0,3,3,8700000
Multistorey Apartment,Semi-Furnished,3.0,North - East,10,Chandigarh,1000.0,4,3,7690000
Multistorey Apartment,Unfurnished,3.0,East,4,Chandigarh,1100.0,3,3,7990000
Multistorey Apartment,Semi-Furnished,5.0,North - East,12,Chandigarh,1000.0,3,3,9425000
Multistorey Apartment,Semi-Furnished,8.0,North - East,11,Chandigarh,1000.0,3,3,6590000
Multistorey Apartment,Semi-Furnished,5.0,North - East,12,Chandigarh,1350.0,3,2,11000000
Residential House,Furnished,0.0,Unknown,1,Bhopal,1000.0,3,3,11000000
Multistorey Apartment,Semi-Furnished,3.0,North - East,6,Chandigarh,840.0,2,2,5008000
Residential House,Unfurnished,0.0,East,2,Bhopal,1000.0,4,4,7000000
Multistorey Apartment,Semi-Furnished,8.0,North,15,Chandigarh,1100.0,3,2,7000000
Multistorey Apartment,Semi-Furnished,4.0,East,10,Chandigarh,1200.0,3,3,6600000
Residential House,Unfurnished,1.0,North,1,Bhopal,1400.0,3,2,8500000
Residential House,Unfurnished,2.0,East,1,Bhopal,419.0,2,2,2350000
Villa,Unfurnished,2.0,East,2,Bhopal,2100.0,4,3,7000000
Residential House,Semi-Furnished,2.0,Unknown,1,Bhopal,1000.0,3,2,8000000
Residential House,Unfurnished,2.0,Unknown,1,Bhopal,1000.0,2,2,2000000
Builder Floor Apartment,Unfurnished,2.0,Unknown,3,Bhopal,1000.0,1,1,800000
Residential House,Unfurnished,1.0,West,2,Bhopal,1000.0,5,3,16000000
Residential House,Semi-Furnished,0.0,Unknown,2,Bhopal,1000.0,4,4,4800000
Builder Floor Apartment,Unfurnished,2.0,Unknown,3,Bhopal,1000.0,2,2,1700000
Residential House,Furnished,0.0,Unknown,3,Bhopal,1000.0,5,5,14000000
Villa,Semi-Furnished,2.0,Unknown,2,Bhopal,1000.0,3,4,18000000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,3,Bhopal,650.0,3,2,2100000
Residential House,Furnished,1.0,Unknown,1,Bhopal,950.0,2,2,4000000
Builder Floor Apartment,Unfurnished,2.0,Unknown,3,Bhopal,1000.0,1,1,1250000
Multistorey Apartment,Unfurnished,1.0,Unknown,1,Bhopal,20.0,2,2,540000
Residential House,Semi-Furnished,2.0,West,2,Bhopal,1600.0,3,2,6000000
Residential House,Unfurnished,0.0,Unknown,3,Bhopal,1000.0,3,3,14000000
Multistorey Apartment,Unfurnished,0.0,Unknown,2,Bhopal,1000.0,1,1,700000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,6,Bhopal,1000.0,2,2,1700000
Residential House,Unfurnished,2.0,East,2,Bhopal,900.0,3,3,5200000
Multistorey Apartment,Unfurnished,2.0,Unknown,3,Bhopal,1000.0,1,1,1000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,2,Bhopal,1250.0,3,3,3000000
Residential House,Unfurnished,0.0,Unknown,2,Bhopal,1000.0,1,1,2200000
Villa,Furnished,2.0,Unknown,2,Bhopal,1800.0,4,4,17500000
Residential House,Unfurnished,0.0,Unknown,3,Bhopal,1000.0,2,3,2800000
Residential House,Semi-Furnished,0.0,Unknown,1,Bhopal,1000.0,2,2,16500000
Builder Floor Apartment,Semi-Furnished,1.0,Unknown,3,Jaipur,1000.0,3,2,3200000
Multistorey Apartment,Unfurnished,4.0,Unknown,4,Bhopal,792.0,2,2,2000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,3,Bhopal,750.0,2,2,2500000
Builder Floor Apartment,Semi-Furnished,2.0,Unknown,2,Jaipur,1000.0,2,2,2650000
Builder Floor Apartment,Unfurnished,4.0,Unknown,6,Bhopal,618.0,2,1,3300000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,7,Bhopal,1000.0,3,3,3500000
Residential House,Unfurnished,0.0,South - East,2,Jaipur,909.0,3,3,8500000
Multistorey Apartment,Unfurnished,1.0,Unknown,12,Jaipur,1000.0,2,2,3400000
Multistorey Apartment,Unfurnished,3.0,South,3,Jaipur,865.0,2,2,6500000
Builder Floor Apartment,Semi-Furnished,3.0,Unknown,6,Jaipur,1000.0,3,3,5100000
Builder Floor Apartment,Furnished,2.0,Unknown,3,Jaipur,1000.0,2,2,2600000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,3,Jaipur,1000.0,2,2,3500000
Multistorey Apartment,Furnished,3.0,North - East,4,Jaipur,334.0,1,1,1800000
Residential House,Unfurnished,0.0,Unknown,2,Jaipur,1000.0,3,2,3000000
Residential House,Unfurnished,0.0,Unknown,3,Jaipur,1000.0,3,1,17000000
Villa,Semi-Furnished,2.0,East,2,Jaipur,1400.0,3,3,6500000
Builder Floor Apartment,Semi-Furnished,2.0,Unknown,4,Jaipur,1200.0,3,2,2800000
Multistorey Apartment,Unfurnished,1.0,Unknown,3,Jaipur,960.0,2,2,3200000
Residential House,Furnished,1.0,Unknown,1,Jaipur,2000.0,3,3,35000000
Residential House,Unfurnished,2.0,Unknown,1,Jaipur,150.0,3,3,10000000
Residential House,Unfurnished,1.0,Unknown,2,Jaipur,2100.0,5,4,6350000
Villa,Furnished,2.0,Unknown,2,Jaipur,1000.0,3,2,3500000
Residential House,Semi-Furnished,2.0,North,3,Jaipur,2052.0,6,5,7000000
Builder Floor Apartment,Semi-Furnished,2.0,Unknown,3,Jaipur,1000.0,2,2,3700000
Builder Floor Apartment,Semi-Furnished,2.0,East,3,Chandigarh,864.0,3,3,3960000
Builder Floor Apartment,Semi-Furnished,1.0,East,2,Chandigarh,1415.0,3,3,6490000
Multistorey Apartment,Semi-Furnished,6.0,East,10,Chandigarh,1000.0,3,3,7100000
Villa,Unfurnished,2.0,Unknown,2,Jaipur,1000.0,2,2,3500000
Multistorey Apartment,Semi-Furnished,2.0,East,4,Chandigarh,904.0,3,3,7190000
Multistorey Apartment,Unfurnished,2.0,East,14,Chandigarh,1666.0,3,3,7204000
Multistorey Apartment,Semi-Furnished,2.0,East,4,Chandigarh,976.0,3,3,5325000
Multistorey Apartment,Semi-Furnished,2.0,North - East,6,Chandigarh,841.0,2,2,5010000
Multistorey Apartment,Semi-Furnished,6.0,East,13,Chandigarh,1130.0,3,3,9910000
Multistorey Apartment,Semi-Furnished,2.0,North - East,11,Chandigarh,1000.0,3,3,6990000
Residential House,Semi-Furnished,2.0,North,3,Chandigarh,4000.0,7,6,60000000
Residential House,Unfurnished,0.0,North - West,1,Chandigarh,500.0,5,5,95000000
Residential House,Unfurnished,2.0,North - West,2,Chandigarh,3600.0,4,4,40000000
Builder Floor Apartment,Semi-Furnished,2.0,North - East,3,Chandigarh,1100.0,3,3,3790000
Multistorey Apartment,Semi-Furnished,5.0,East,7,Chandigarh,1350.0,3,3,7620000
Villa,Unfurnished,2.0,North - East,2,Chandigarh,2.0,6,5,155000000
Multistorey Apartment,Furnished,0.0,East,5,Chandigarh,450.0,1,1,2590000
Builder Floor Apartment,Semi-Furnished,2.0,East,4,Chandigarh,1900.0,3,3,7200000
Multistorey Apartment,Semi-Furnished,10.0,North - East,10,Chandigarh,1100.0,3,3,4900000
Multistorey Apartment,Semi-Furnished,1.0,North - East,12,Chandigarh,1410.0,3,3,8600000
Multistorey Apartment,Semi-Furnished,1.0,East,2,Chandigarh,950.0,2,2,11000000
Villa,Semi-Furnished,2.0,North,2,Chandigarh,4.0,6,5,460000000
Villa,Semi-Furnished,2.0,East,3,Chandigarh,8.0,5,4,30000000
Residential House,Semi-Furnished,2.0,North - East,3,Chandigarh,175.0,5,4,51500000
Residential House,Unfurnished,3.0,Unknown,3,Chandigarh,3000.0,6,5,42500000
Residential House,Semi-Furnished,0.0,East,2,Chandigarh,1000.0,3,3,4595000
Residential House,Semi-Furnished,0.0,South - East,3,Chandigarh,2.0,6,5,240000000
Multistorey Apartment,Semi-Furnished,5.0,North - East,14,Chandigarh,1100.0,3,3,10600000
Multistorey Apartment,Unfurnished,2.0,East,6,Chandigarh,1660.0,3,3,6500000
Residential House,Unfurnished,0.0,North - East,3,Chandigarh,1000.0,6,5,40000000
Villa,Unfurnished,2.0,East,2,Chandigarh,4000.0,5,4,240000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Chandigarh,1000.0,3,2,8680000
Multistorey Apartment,Furnished,2.0,Unknown,6,Chandigarh,1000.0,2,2,8279138
Multistorey Apartment,Semi-Furnished,3.0,North - East,16,Chandigarh,1413.0,3,3,8000000
Residential House,Semi-Furnished,0.0,East,2,Chandigarh,100.0,2,2,7500000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,3,Chandigarh,1230.0,3,3,7500000
Multistorey Apartment,Semi-Furnished,1.0,East,4,Chandigarh,2000.0,3,3,12800000
Villa,Semi-Furnished,2.0,Unknown,1,Bhopal,1000.0,4,4,6500000
Multistorey Apartment,Semi-Furnished,1.0,East,4,Chandigarh,1200.0,3,3,6000000
Multistorey Apartment,Furnished,1.0,Unknown,3,Bhopal,1000.0,4,6,8500000
Multistorey Apartment,Semi-Furnished,3.0,East,4,Bhopal,1000.0,1,1,1500000
Multistorey Apartment,Semi-Furnished,6.0,Unknown,7,Bhopal,1000.0,5,4,10000000
Residential House,Unfurnished,0.0,East,2,Bhopal,1453.0,4,3,6500000
Residential House,Unfurnished,1.0,Unknown,1,Bhopal,1000.0,8,6,11000000
Multistorey Apartment,Unfurnished,1.0,East,6,Bhopal,1000.0,3,2,3700000
Residential House,Semi-Furnished,2.0,Unknown,3,Bhopal,3000.0,3,2,15111111
Multistorey Apartment,Unfurnished,4.0,South - East,6,Bhopal,760.0,2,2,2450000
Multistorey Apartment,Unfurnished,2.0,Unknown,2,Bhopal,550.0,2,1,1800000
Multistorey Apartment,Furnished,1.0,Unknown,4,Bhopal,110.0,3,2,3500000
Villa,Semi-Furnished,2.0,Unknown,3,Bhopal,1000.0,6,5,15000000
Villa,Unfurnished,2.0,North,1,Bhopal,1000.0,3,3,6500000
Multistorey Apartment,Unfurnished,4.0,Unknown,4,Bhopal,1000.0,2,2,5500000
Residential House,Unfurnished,2.0,East,2,Bhopal,1152.0,4,3,7200000
Multistorey Apartment,Unfurnished,2.0,Unknown,5,Bhopal,1000.0,2,2,2600000
Multistorey Apartment,Unfurnished,5.0,Unknown,6,Bhopal,1000.0,2,2,2400000
Residential House,Semi-Furnished,3.0,West,3,Bhopal,1062.0,3,4,7199000
Multistorey Apartment,Semi-Furnished,0.0,South,3,Bhopal,1500.0,3,2,3800000
Multistorey Apartment,Furnished,1.0,Unknown,3,Bhopal,1000.0,2,2,2500000
Multistorey Apartment,Unfurnished,3.0,Unknown,6,Bhopal,700.0,2,2,2400000
Multistorey Apartment,Unknown,2.0,Unknown,4,Bhopal,1000.0,3,2,4500000
Multistorey Apartment,Unknown,2.0,Unknown,4,Bhopal,1000.0,1,2,1350000
Multistorey Apartment,Furnished,2.0,Unknown,3,Bhopal,1000.0,2,2,2000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,2,Bhopal,510.0,2,1,2200000
Residential House,Furnished,2.0,West,1,Bhopal,600.0,1,1,2000000
Multistorey Apartment,Semi-Furnished,6.0,Unknown,6,Bhopal,1000.0,4,4,12000000
Residential House,Unfurnished,0.0,Unknown,1,Bhopal,1000.0,1,1,2050000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,4,Bhopal,900.0,3,2,2800000
Residential House,Semi-Furnished,0.0,Unknown,2,Bhopal,2000.0,4,4,8000000
Residential House,Semi-Furnished,0.0,East,3,Bhopal,1000.0,5,5,9000000
Builder Floor Apartment,Unfurnished,1.0,Unknown,4,Bhopal,1000.0,3,2,2900000
Multistorey Apartment,Furnished,5.0,East,7,Bhopal,1000.0,3,3,4300000
Builder Floor Apartment,Semi-Furnished,1.0,Unknown,4,Bhopal,1000.0,3,2,3500000
Villa,Unfurnished,2.0,Unknown,1,Bhopal,1000.0,1,1,2800000
Multistorey Apartment,Furnished,2.0,East,3,Bhopal,700.0,2,2,3200000
Residential House,Unfurnished,0.0,North,2,Bhopal,1000.0,3,2,4600000
Multistorey Apartment,Unfurnished,3.0,Unknown,6,Bhopal,1000.0,2,2,2200000
Multistorey Apartment,Unfurnished,3.0,Unknown,5,Bhopal,850.0,2,2,1950000
Multistorey Apartment,Semi-Furnished,5.0,Unknown,6,Bhopal,1000.0,3,2,3800000
Residential House,Unfurnished,0.0,East,2,Bhopal,1000.0,6,4,8400000
Multistorey Apartment,Semi-Furnished,5.0,East,6,Bhopal,1000.0,2,2,1800000
Residential House,Semi-Furnished,2.0,Unknown,2,Bhopal,1000.0,4,5,9500000
Multistorey Apartment,Unfurnished,1.0,Unknown,4,Bhopal,680.0,2,2,2200000
Residential House,Unfurnished,0.0,Unknown,2,Bhopal,1000.0,3,3,4500000
Residential House,Semi-Furnished,2.0,East,3,Bhopal,1800.0,4,3,5500000
Multistorey Apartment,Unfurnished,4.0,Unknown,6,Bhopal,1000.0,2,2,2250000
Residential House,Semi-Furnished,0.0,Unknown,1,Bhopal,1000.0,3,3,4000000
Villa,Unfurnished,2.0,Unknown,2,Bhopal,1000.0,3,2,5000000
Multistorey Apartment,Unfurnished,1.0,West,6,Bhopal,1000.0,2,2,2500000
Residential House,Semi-Furnished,2.0,Unknown,1,Bhopal,2100.0,4,2,18000000
Multistorey Apartment,Semi-Furnished,4.0,West,4,Bhopal,1000.0,2,2,2500000
Multistorey Apartment,Unfurnished,2.0,Unknown,6,Bhopal,1150.0,3,3,5000000
Villa,Unfurnished,2.0,Unknown,2,Bhopal,1000.0,4,4,8000000
Multistorey Apartment,Unfurnished,4.0,Unknown,5,Bhopal,1000.0,2,1,2000000
Multistorey Apartment,Furnished,2.0,Unknown,7,Bhopal,1000.0,3,2,4500000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,25,Jaipur,1220.0,3,2,5250000
Residential House,Furnished,0.0,South - East,3,Jaipur,600.0,5,4,4550000
Multistorey Apartment,Semi-Furnished,5.0,Unknown,6,Bhopal,1000.0,2,2,2200000
Multistorey Apartment,Unfurnished,4.0,East,6,Bhopal,1050.0,3,2,2500000
Multistorey Apartment,Semi-Furnished,4.0,North - East,4,Jaipur,1050.0,2,2,6500000
Multistorey Apartment,Semi-Furnished,5.0,East,5,Jaipur,1050.0,3,2,5000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,3,Jaipur,758.0,2,2,3700000
Builder Floor Apartment,Semi-Furnished,3.0,East,4,Jaipur,1000.0,3,2,7500000
Builder Floor Apartment,Semi-Furnished,0.0,Unknown,3,Jaipur,1000.0,2,2,2900000
Builder Floor Apartment,Semi-Furnished,3.0,Unknown,3,Jaipur,1000.0,2,2,2800000
Residential House,Unfurnished,2.0,Unknown,1,Jaipur,1000.0,3,1,3200000
Multistorey Apartment,Semi-Furnished,2.0,East,2,Jaipur,1800.0,3,3,7500000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,3,Jaipur,1000.0,2,2,4100000
Multistorey Apartment,Semi-Furnished,8.0,East,8,Jaipur,750.0,2,2,1200000
Residential House,Semi-Furnished,2.0,Unknown,2,Jaipur,1000.0,3,3,25000000
Residential House,Furnished,0.0,Unknown,2,Jaipur,1000.0,3,4,20000000
Villa,Furnished,2.0,East,3,Jaipur,2200.0,5,3,8000000
Multistorey Apartment,Semi-Furnished,13.0,Unknown,15,Jaipur,1000.0,3,3,7500000
Residential House,Semi-Furnished,2.0,Unknown,2,Jaipur,1000.0,3,4,17000000
Multistorey Apartment,Semi-Furnished,1.0,Unknown,3,Jaipur,1000.0,1,1,2800000
Studio Apartment,Unfurnished,5.0,South - East,4,Jaipur,1000.0,3,2,2500000
Multistorey Apartment,Unfurnished,1.0,North,3,Jaipur,900.0,2,2,1751000
Multistorey Apartment,Unfurnished,2.0,Unknown,3,Jaipur,750.0,2,2,2000000
Multistorey Apartment,Furnished,0.0,East,3,Jaipur,2500.0,3,3,10000000
Residential House,Semi-Furnished,0.0,Unknown,1,Jaipur,1000.0,2,2,4500000
Residential House,Furnished,0.0,Unknown,3,Jaipur,1000.0,7,5,13500000
Multistorey Apartment,Semi-Furnished,3.0,East,3,Jaipur,786.0,2,2,4200000
Villa,Unfurnished,2.0,Unknown,1,Jaipur,450.0,2,1,2300000
Multistorey Apartment,Semi-Furnished,4.0,Unknown,14,Jaipur,1000.0,3,3,5400000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Jaipur,1000.0,3,3,3650000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,4,Jaipur,1000.0,2,2,4000000
Multistorey Apartment,Furnished,3.0,West,4,Jaipur,1170.0,3,3,8000000
Multistorey Apartment,Unfurnished,5.0,North,5,Jaipur,1051.0,3,2,5000000
Residential House,Semi-Furnished,1.0,North - East,2,Jaipur,2500.0,3,2,11100000
Multistorey Apartment,Semi-Furnished,0.0,Unknown,6,Jaipur,750.0,2,2,2899999
Multistorey Apartment,Semi-Furnished,12.0,Unknown,15,Jaipur,1000.0,3,2,7000000
Multistorey Apartment,Semi-Furnished,5.0,Unknown,7,Jaipur,1000.0,2,2,8500000
Multistorey Apartment,Semi-Furnished,4.0,Unknown,5,Jaipur,1000.0,3,3,5400000
Multistorey Apartment,Unfurnished,1.0,Unknown,3,Jaipur,700.0,2,2,2100000
Multistorey Apartment,Unfurnished,7.0,East,14,Jaipur,1000.0,4,4,8500000
Residential House,Semi-Furnished,2.0,Unknown,2,Jaipur,1000.0,8,3,23000000
Builder Floor Apartment,Semi-Furnished,2.0,East,3,Jaipur,1500.0,3,3,7000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,2,Jaipur,1100.0,3,2,5000000
Multistorey Apartment,Unfurnished,2.0,Unknown,4,Jaipur,1000.0,2,2,4000000
Builder Floor Apartment,Unfurnished,2.0,Unknown,2,Jaipur,1250.0,3,2,3250000
