propertyType,furnishing,flrNum,facing,totalFlrNum,city,carpetArea,bedrooms,bathrooms,exactPrice
Residential House,Unfurnished,0.0,Unknown,2,Bhopal,1000.0,3,2,7000000
Multistorey Apartment,Unfurnished,7.0,Unknown,7,Mumbai,1500.0,4,4,57500000
Multistorey Apartment,Unfurnished,3.0,North,3,Mumbai,350.0,2,1,13000000
Multistorey Apartment,Semi-Furnished,2.0,West,6,Mumbai,260.0,1,1,7700000
Multistorey Apartment,Semi-Furnished,2.0,South -West,17,Mumbai,666.0,2,2,11000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,2,Bhopal,650.0,2,2,2700000
Multistorey Apartment,Unfurnished,1.0,Unknown,1,Bhopal,1000.0,2,2,2890000
Multistorey Apartment,Furnished,18.0,East,20,Mumbai,740.0,2,2,23500000
Multistorey Apartment,Semi-Furnished,20.0,East,22,Mumbai,800.0,2,2,33000000
Multistorey Apartment,Semi-Furnished,8.0,West,12,Mumbai,1015.0,3,3,67500000
Multistorey Apartment,Furnished,6.0,East,18,Mumbai,1085.0,3,3,38100000
Multistorey Apartment,Unfurnished,10.0,West,23,Mumbai,450.0,1,2,8300000
Multistorey Apartment,Unfurnished,30.0,West,35,Mumbai,629.0,2,2,15500000
Multistorey Apartment,Furnished,38.0,East,78,Mumbai,1089.0,3,3,55000000
Residential House,Furnished,-0.5,North - East,10,Mumbai,500.0,1,1,37500000
Multistorey Apartment,Unfurnished,7.0,East,7,Mumbai,700.0,2,2,38000000
Multistorey Apartment,Semi-Furnished,2.0,East,2,Mumbai,838.0,2,2,29000000
Multistorey Apartment,Furnished,7.0,North,12,Mumbai,609.0,2,2,19500000
Multistorey Apartment,Semi-Furnished,14.0,North - East,21,Mumbai,1150.0,3,4,35000000
Multistorey Apartment,Unfurnished,6.0,North - East,21,Mumbai,750.0,2,2,23000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,10,Jaipur,1000.0,2,2,3500000
Multistorey Apartment,Semi-Furnished,0.0,Unknown,4,Jaipur,1000.0,2,2,6000000
Builder Floor Apartment,Semi-Furnished,2.0,Unknown,6,Jaipur,1000.0,4,4,15000000
Multistorey Apartment,Unfurnished,10.0,East,12,Jaipur,1000.0,1,1,2300000
Builder Floor Apartment,Unfurnished,2.0,East,2,Jaipur,860.0,3,2,1850000
Multistorey Apartment,Semi-Furnished,1.0,North - East,14,Jaipur,1000.0,3,3,4000000
Residential House,Semi-Furnished,-1.0,Unknown,1,Jaipur,1000.0,4,2,15000000
Multistorey Apartment,Semi-Furnished,4.0,East,10,Jaipur,700.0,2,2,3000000
Multistorey Apartment,Unfurnished,4.0,Unknown,14,Jaipur,1000.0,2,2,3000000
Residential House,Unfurnished,1.0,North,1,Jaipur,2450.0,5,2,7400000
Multistorey Apartment,Semi-Furnished,2.0,East,11,Jaipur,1000.0,2,2,5800000
Residential House,Unfurnished,0.0,Unknown,1,Chandigarh,1000.0,2,2,22500000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,13,Chandigarh,1000.0,3,3,10972350
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Chandigarh,1000.0,3,2,8290000
Multistorey Apartment,Furnished,2.0,Unknown,6,Chandigarh,1000.0,2,2,5471320
Multistorey Apartment,Unfurnished,2.0,East,13,Chandigarh,1908.0,3,3,7400000
Multistorey Apartment,Semi-Furnished,6.0,East,11,Chandigarh,1400.0,3,3,6000000
Multistorey Apartment,Semi-Furnished,3.0,North,20,Chandigarh,1296.0,3,3,9900000
Multistorey Apartment,Semi-Furnished,5.0,North - East,12,Chandigarh,1035.0,3,3,6787000
Multistorey Apartment,Semi-Furnished,2.0,East,3,Chandigarh,1000.0,3,3,3497000
Residential House,Unfurnished,0.0,Unknown,3,Bhopal,1000.0,5,5,8000000
Multistorey Apartment,Semi-Furnished,4.0,East,8,Bhopal,1050.0,3,2,5700000
Builder Floor Apartment,Semi-Furnished,3.0,Unknown,3,Bhopal,1000.0,2,2,1550000
Villa,Semi-Furnished,2.0,Unknown,2,Bhopal,2000.0,4,3,13000000
Multistorey Apartment,Unfurnished,1.0,North,5,Bhopal,950.0,2,2,3200000
Residential House,Semi-Furnished,0.0,East,2,Bhopal,1000.0,3,2,3400000
Residential House,Semi-Furnished,0.0,Unknown,1,Bhopal,1000.0,4,4,5200000
Residential House,Unfurnished,2.0,East,2,Bhopal,1000.0,3,3,4500000
Multistorey Apartment,Furnished,16.0,East,26,Mumbai,850.0,2,2,24000000
Multistorey Apartment,Unfurnished,8.0,Unknown,11,Mumbai,1040.0,2,2,9200000
Multistorey Apartment,Semi-Furnished,2.0,East,16,Mumbai,750.0,2,2,22000000
Multistorey Apartment,Semi-Furnished,12.0,West,16,Mumbai,778.0,2,2,21000000
Multistorey Apartment,Unfurnished,10.0,East,34,Mumbai,1496.0,3,3,100000000
Multistorey Apartment,Unfurnished,28.0,West,75,Mumbai,1136.0,2,2,70000000
Multistorey Apartment,Unfurnished,2.0,East,2,Mumbai,680.0,2,2,13200000
Multistorey Apartment,Unfurnished,1.0,East,5,Mumbai,425.0,1,2,12500000
Multistorey Apartment,Unfurnished,20.0,Unknown,34,Mumbai,1800.0,4,4,124800000
Multistorey Apartment,Semi-Furnished,19.0,East,38,Mumbai,810.0,2,2,33000000
Multistorey Apartment,Semi-Furnished,6.0,East,7,Mumbai,657.0,2,2,20000000
Residential House,Semi-Furnished,3.0,North,7,Mumbai,1550.0,3,3,28000000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Jaipur,1000.0,2,2,3800000
Multistorey Apartment,Unfurnished,8.0,Unknown,18,Jaipur,1000.0,2,2,6700000
Studio Apartment,Furnished,11.0,East,16,Jaipur,564.0,3,1,1300000
Builder Floor Apartment,Unfurnished,0.0,Unknown,2,Jaipur,1000.0,2,2,2500000
Builder Floor Apartment,Unfurnished,2.0,Unknown,3,Jaipur,1000.0,3,3,5250000
Multistorey Apartment,Semi-Furnished,27.0,East,35,Mumbai,360.0,1,2,11100000
Multistorey Apartment,Furnished,2.0,East,6,Jaipur,1100.0,3,3,6700000
Villa,Furnished,2.0,West,2,Jaipur,900.0,3,3,8200000
Villa,Unfurnished,2.0,East,3,Jaipur,5275.0,4,5,22500000
Builder Floor Apartment,Furnished,3.0,South - East,4,Jaipur,1000.0,3,2,2200000
Multistorey Apartment,Furnished,2.0,West,13,Jaipur,875.0,2,2,4000000
Multistorey Apartment,Unfurnished,6.0,North,13,Jaipur,1297.0,3,3,4800000
Builder Floor Apartment,Semi-Furnished,3.0,East,3,Chandigarh,950.0,3,3,4390000
Multistorey Apartment,Unfurnished,4.0,Unknown,14,Jaipur,1000.0,4,4,14100000
Multistorey Apartment,Semi-Furnished,6.0,East,12,Chandigarh,1855.0,4,4,7000000
Multistorey Apartment,Semi-Furnished,1.0,East,13,Chandigarh,1000.0,3,3,5800000
Multistorey Apartment,Semi-Furnished,4.0,North - East,15,Chandigarh,1460.0,4,4,9600000
Multistorey Apartment,Semi-Furnished,7.0,East,10,Chandigarh,1450.0,4,4,9352100
Multistorey Apartment,Semi-Furnished,5.0,Unknown,14,Chandigarh,1026.0,3,3,10264000
Multistorey Apartment,Semi-Furnished,2.0,West,15,Chandigarh,1350.0,3,3,9000000
Multistorey Apartment,Unfurnished,0.0,West,2,Chandigarh,1100.0,3,3,15500000
Multistorey Apartment,Unfurnished,2.0,North - West,4,Chandigarh,1600.0,3,3,11925000
Multistorey Apartment,Semi-Furnished,5.0,North - East,12,Chandigarh,1600.0,4,4,14835000
Multistorey Apartment,Semi-Furnished,2.0,North - East,15,Chandigarh,1000.0,1,1,3800000
Multistorey Apartment,Semi-Furnished,4.0,East,10,Chandigarh,983.0,3,3,6400000
Multistorey Apartment,Semi-Furnished,2.0,North - East,6,Chandigarh,1000.0,2,2,5010810
Multistorey Apartment,Semi-Furnished,4.0,North - East,14,Chandigarh,1508.0,3,4,10500000
Multistorey Apartment,Semi-Furnished,2.0,North - East,4,Chandigarh,1080.0,3,3,8000000
Multistorey Apartment,Semi-Furnished,4.0,East,14,Chandigarh,1000.0,3,2,9990000
Multistorey Apartment,Semi-Furnished,3.0,North - East,12,Chandigarh,1150.0,3,3,6690000
Multistorey Apartment,Semi-Furnished,3.0,North - East,14,Chandigarh,1247.0,3,3,10972350
Builder Floor Apartment,Furnished,1.0,North - East,5,Chandigarh,900.0,2,2,11500000
Multistorey Apartment,Semi-Furnished,5.0,North - East,12,Chandigarh,1395.0,3,3,6551000
Multistorey Apartment,Semi-Furnished,2.0,North - East,4,Chandigarh,1210.0,3,3,7000000
Multistorey Apartment,Semi-Furnished,0.0,North - East,8,Chandigarh,1000.0,3,2,7000000
Multistorey Apartment,Semi-Furnished,2.0,North - East,10,Chandigarh,1000.0,4,4,9400000
Multistorey Apartment,Unfurnished,1.0,Unknown,5,Bhopal,1000.0,2,2,2200000
Multistorey Apartment,Unfurnished,3.0,West,3,Bhopal,650.0,2,2,2200000
Multistorey Apartment,Unfurnished,2.0,Unknown,4,Bhopal,990.0,2,2,3500000
Multistorey Apartment,Semi-Furnished,5.0,East,6,Bhopal,1056.0,3,2,3800000
Villa,Unfurnished,2.0,Unknown,2,Bhopal,1000.0,3,3,2800000
Multistorey Apartment,Semi-Furnished,5.0,East,13,Chandigarh,1780.0,4,5,15800000
Villa,Semi-Furnished,2.0,Unknown,2,Bhopal,2700.0,4,3,22000000
Villa,Unfurnished,2.0,Unknown,2,Bhopal,1800.0,4,3,7700000
Builder Floor Apartment,Unfurnished,3.0,Unknown,6,Bhopal,1000.0,1,2,1400000
Residential House,Furnished,2.0,Unknown,2,Bhopal,1000.0,5,4,6500000
Residential House,Furnished,2.0,North,3,Bhopal,1300.0,4,4,9000000
Multistorey Apartment,Unknown,2.0,Unknown,4,Bhopal,1000.0,4,2,4480000
Residential House,Unfurnished,0.0,Unknown,1,Bhopal,1000.0,2,2,2500000
Residential House,Unfurnished,1.0,East,1,Bhopal,750.0,2,2,2600000
Residential House,Unfurnished,0.0,Unknown,1,Bhopal,1000.0,1,1,850000
Residential House,Unfurnished,0.0,Unknown,1,Bhopal,1000.0,2,2,3200000
Multistorey Apartment,Furnished,10.0,East,15,Mumbai,2800.0,4,4,130000000
Multistorey Apartment,Semi-Furnished,2.0,East,10,Mumbai,770.0,2,2,16000000
Villa,Semi-Furnished,2.0,East,84,Mumbai,5443.0,5,7,330000000
Multistorey Apartment,Semi-Furnished,2.0,North - East,4,Mumbai,771.0,2,2,19700000
Multistorey Apartment,Unfurnished,10.0,East,13,Mumbai,600.0,2,2,17500000
Multistorey Apartment,Unfurnished,6.0,Unknown,19,Mumbai,490.0,2,2,15000000
Multistorey Apartment,Furnished,5.0,North - East,7,Mumbai,1200.0,3,3,60000000
Multistorey Apartment,Furnished,10.0,North,10,Mumbai,2198.0,4,5,130000000
Multistorey Apartment,Unfurnished,10.0,Unknown,18,Mumbai,1236.0,3,3,90000000
Multistorey Apartment,Furnished,18.0,East,23,Mumbai,749.0,2,2,22500000
Multistorey Apartment,Unfurnished,29.0,Unknown,78,Mumbai,1525.0,4,5,78500000
Multistorey Apartment,Semi-Furnished,10.0,East,31,Mumbai,913.0,2,2,36500000
Multistorey Apartment,Furnished,2.0,East,18,Mumbai,850.0,2,2,31000000
Multistorey Apartment,Semi-Furnished,5.0,North - East,8,Mumbai,795.0,2,2,42500000
Multistorey Apartment,Furnished,1.0,West,7,Mumbai,470.0,1,2,13500000
Multistorey Apartment,Furnished,0.0,East,7,Mumbai,520.0,1,1,18500000
Multistorey Apartment,Unfurnished,22.0,East,38,Mumbai,1074.0,3,3,30500000
Multistorey Apartment,Semi-Furnished,1.0,Unknown,5,Mumbai,370.0,1,2,11000000
Multistorey Apartment,Semi-Furnished,7.0,East,7,Mumbai,381.0,1,2,9500000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,4,Jaipur,550.0,2,2,2100000
Multistorey Apartment,Semi-Furnished,15.0,East,22,Mumbai,1000.0,1,2,11000000
Multistorey Apartment,Semi-Furnished,2.0,East,3,Jaipur,1000.0,2,2,1650000
Multistorey Apartment,Unfurnished,4.0,North - East,4,Jaipur,1000.0,3,3,6000000
Builder Floor Apartment,Semi-Furnished,2.0,Unknown,3,Jaipur,1000.0,3,2,2000000
Builder Floor Apartment,Semi-Furnished,1.0,Unknown,3,Jaipur,1000.0,4,3,7500000
Builder Floor Apartment,Unfurnished,1.0,Unknown,3,Jaipur,1000.0,2,2,2800000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,5,Jaipur,1000.0,3,3,8200000
Multistorey Apartment,Furnished,6.0,Unknown,8,Jaipur,1237.0,2,2,7500000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,2,Jaipur,1050.0,4,3,4500000
Multistorey Apartment,Semi-Furnished,3.0,North,3,Jaipur,1300.0,3,3,7000000
Multistorey Apartment,Semi-Furnished,2.0,North,3,Jaipur,1280.0,2,2,4000000
Residential House,Semi-Furnished,3.0,East,3,Jaipur,1000.0,4,2,4200000
Multistorey Apartment,Semi-Furnished,1.0,Unknown,2,Jaipur,1000.0,3,3,6200000
Villa,Unfurnished,2.0,South,2,Jaipur,2600.0,5,4,10000000
Builder Floor Apartment,Semi-Furnished,2.0,North - East,3,Chandigarh,1240.0,3,3,6120000
Multistorey Apartment,Semi-Furnished,14.0,North - East,14,Chandigarh,950.0,2,2,7000000
Multistorey Apartment,Semi-Furnished,5.0,East,13,Chandigarh,1420.0,3,3,6250000
Multistorey Apartment,Semi-Furnished,2.0,East,2,Jaipur,1000.0,3,2,4500000
Villa,Semi-Furnished,2.0,West,2,Jaipur,1800.0,3,3,8300000
Multistorey Apartment,Semi-Furnished,5.0,North - East,13,Chandigarh,1500.0,3,3,16600000
Multistorey Apartment,Semi-Furnished,7.0,North,22,Chandigarh,2160.0,4,5,22984000
Builder Floor Apartment,Semi-Furnished,2.0,North - West,4,Chandigarh,1000.0,3,3,9500000
Multistorey Apartment,Semi-Furnished,5.0,East,14,Chandigarh,903.0,3,2,8797050
Multistorey Apartment,Semi-Furnished,1.0,East,13,Chandigarh,1000.0,2,2,8000000
Residential House,Unfurnished,0.0,North - West,3,Chandigarh,1850.0,3,3,100000000
Residential House,Unfurnished,0.0,North - West,2,Chandigarh,1000.0,3,3,155000000
Multistorey Apartment,Semi-Furnished,5.0,North - East,14,Chandigarh,1130.0,3,3,9465000
Builder Floor Apartment,Semi-Furnished,3.0,North - West,3,Chandigarh,1178.0,3,3,9800000
Multistorey Apartment,Unfurnished,2.0,East,14,Chandigarh,1666.0,3,3,7200000
Multistorey Apartment,Unfurnished,2.0,North - East,4,Chandigarh,950.0,3,3,6590000
Builder Floor Apartment,Semi-Furnished,2.0,North,3,Chandigarh,180.0,3,3,4790000
Multistorey Apartment,Semi-Furnished,2.0,North - East,12,Chandigarh,1113.0,3,3,8500000
Builder Floor Apartment,Semi-Furnished,2.0,North - East,4,Chandigarh,1500.0,3,3,6500000
Residential House,Unfurnished,2.0,East,2,Chandigarh,2800.0,4,3,60000000
Residential House,Unfurnished,0.0,South - East,2,Chandigarh,300.0,4,4,57000000
Multistorey Apartment,Semi-Furnished,1.0,North - West,3,Chandigarh,1000.0,2,2,12000000
Multistorey Apartment,Semi-Furnished,3.0,North - East,12,Chandigarh,1210.0,3,2,8000000
Villa,Semi-Furnished,2.0,North - East,3,Chandigarh,3200.0,5,6,15100000
Residential House,Unfurnished,1.0,East,2,Chandigarh,1000.0,5,5,95000000
Multistorey Apartment,Unfurnished,0.0,East,3,Bhopal,2000.0,3,5,5900000
Residential House,Unfurnished,0.0,North - East,2,Chandigarh,2890.0,6,5,45000000
Residential House,Furnished,0.0,Unknown,2,Bhopal,1000.0,5,5,12300000
Multistorey Apartment,Semi-Furnished,5.0,East,11,Chandigarh,1611.0,3,3,6990000
Residential House,Semi-Furnished,2.0,Unknown,1,Bhopal,780.0,3,3,4000000
Multistorey Apartment,Semi-Furnished,6.0,Unknown,6,Bhopal,1000.0,2,2,4000000
Multistorey Apartment,Unfurnished,2.0,East,2,Bhopal,700.0,2,2,1800000
Multistorey Apartment,Furnished,1.0,East,6,Bhopal,650.0,2,1,2000000
Multistorey Apartment,Unfurnished,2.0,East,6,Bhopal,1011.0,2,2,4500000
Residential House,Unfurnished,0.0,East,2,Bhopal,1700.0,2,3,8500000
Multistorey Apartment,Unfurnished,5.0,Unknown,8,Bhopal,1000.0,2,1,1590000
Multistorey Apartment,Unfurnished,4.0,Unknown,4,Bhopal,850.0,2,2,1700000
Multistorey Apartment,Unfurnished,1.0,Unknown,4,Bhopal,1000.0,2,2,1650000
Residential House,Semi-Furnished,1.0,Unknown,1,Bhopal,1000.0,6,3,25000000
Residential House,Unfurnished,0.0,North,1,Bhopal,1298.0,3,2,9500000
Residential House,Semi-Furnished,0.0,Unknown,1,Bhopal,1000.0,2,1,2500000
Multistorey Apartment,Unfurnished,1.0,East,8,Bhopal,1000.0,2,2,2100000
Multistorey Apartment,Unfurnished,2.0,Unknown,4,Bhopal,1000.0,1,1,1100000
Residential House,Unfurnished,1.0,North,1,Bhopal,1000.0,4,4,7600000
Residential House,Semi-Furnished,4.0,North,4,Bhopal,1000.0,2,4,5500000
Residential House,Semi-Furnished,0.0,Unknown,1,Bhopal,1000.0,3,3,3500000
Residential House,Unfurnished,2.0,East,2,Bhopal,1850.0,3,3,12500000
Multistorey Apartment,Unfurnished,1.0,South - East,3,Bhopal,1000.0,2,2,1900000
Residential House,Unfurnished,2.0,Unknown,2,Bhopal,1000.0,3,3,3700000
Residential House,Unfurnished,2.0,Unknown,2,Bhopal,1000.0,5,3,7500000
Residential House,Unfurnished,1.0,Unknown,2,Bhopal,788.0,3,3,2800000
Multistorey Apartment,Unfurnished,2.0,Unknown,4,Bhopal,1000.0,2,2,2500000
Residential House,Semi-Furnished,0.0,North - East,2,Bhopal,1000.0,3,5,3200000
Residential House,Unfurnished,0.0,Unknown,1,Bhopal,1200.0,3,2,3700000
Residential House,Unfurnished,2.0,Unknown,3,Bhopal,1800.0,5,3,25000000
Multistorey Apartment,Semi-Furnished,5.0,Unknown,7,Bhopal,1000.0,3,3,3100000
Multistorey Apartment,Unfurnished,17.0,North - East,40,Mumbai,1420.0,3,3,81900000
Multistorey Apartment,Unfurnished,3.0,East,4,Bhopal,645.0,2,2,3200000
Multistorey Apartment,Unfurnished,14.0,North,18,Mumbai,850.0,3,3,22900000
Multistorey Apartment,Semi-Furnished,6.0,North - East,7,Mumbai,364.0,1,1,8200000
Multistorey Apartment,Furnished,2.0,Unknown,20,Mumbai,721.0,2,2,22000000
Multistorey Apartment,Unfurnished,2.0,East,15,Mumbai,750.0,2,2,7200000
Multistorey Apartment,Semi-Furnished,8.0,North - East,25,Mumbai,417.0,1,2,10500000
Multistorey Apartment,Unfurnished,5.0,East,8,Mumbai,450.0,1,2,9500000
Multistorey Apartment,Semi-Furnished,7.0,East,10,Mumbai,800.0,2,2,36000000
Multistorey Apartment,Furnished,4.0,South - East,7,Mumbai,700.0,2,2,42500000
Multistorey Apartment,Semi-Furnished,2.0,North - East,7,Mumbai,393.0,1,2,3100000
Multistorey Apartment,Unfurnished,2.0,East,4,Mumbai,3064.0,5,5,81500000
Multistorey Apartment,Unfurnished,15.0,East,31,Mumbai,997.0,3,3,40000000
Multistorey Apartment,Furnished,5.0,North,15,Mumbai,437.0,1,2,10800000
Multistorey Apartment,Furnished,2.0,Unknown,12,Mumbai,460.0,1,2,36000000
Multistorey Apartment,Furnished,2.0,West,23,Mumbai,840.0,2,2,26000000
Multistorey Apartment,Unfurnished,5.0,Unknown,12,Mumbai,600.0,2,2,18500000
Multistorey Apartment,Unfurnished,14.0,East,15,Mumbai,295.0,1,2,5500000
Multistorey Apartment,Furnished,-0.5,East,14,Mumbai,900.0,2,3,57000000
Multistorey Apartment,Semi-Furnished,5.0,North - East,7,Mumbai,1150.0,3,3,52500000
Multistorey Apartment,Unfurnished,1.0,North,28,Mumbai,1000.0,1,1,4700000
Residential House,Furnished,0.0,North,2,Mumbai,400.0,2,2,11000000
Multistorey Apartment,Unfurnished,18.0,Unknown,22,Mumbai,554.0,2,2,5400000
Multistorey Apartment,Unfurnished,7.0,East,23,Mumbai,509.0,1,2,12100000
Multistorey Apartment,Unfurnished,70.0,East,91,Mumbai,4300.0,6,8,215000000
Multistorey Apartment,Unfurnished,22.0,East,22,Mumbai,392.0,1,2,3600000
Multistorey Apartment,Unfurnished,5.0,North,22,Mumbai,1050.0,3,3,31000000
Multistorey Apartment,Unfurnished,14.0,North - West,29,Mumbai,1100.0,3,3,48500000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,13,Mumbai,1000.0,3,2,30000000
Multistorey Apartment,Unknown,2.0,Unknown,4,Jaipur,1000.0,3,2,8000000
Multistorey Apartment,Semi-Furnished,8.0,Unknown,14,Jaipur,1375.0,3,4,6500000
Multistorey Apartment,Furnished,0.0,North,5,Jaipur,1250.0,3,2,4451000
Multistorey Apartment,Furnished,2.0,South,2,Jaipur,800.0,2,2,3800000
Residential House,Unfurnished,1.0,West,2,Jaipur,3600.0,5,4,13100000
Multistorey Apartment,Furnished,2.0,East,5,Jaipur,1700.0,3,3,8600000
Villa,Semi-Furnished,2.0,West,2,Jaipur,1550.0,3,3,7000000
Builder Floor Apartment,Furnished,2.0,East,5,Jaipur,1900.0,4,4,8500000
Residential House,Unfurnished,1.0,East,2,Jaipur,296.0,5,4,60000000
Multistorey Apartment,Unfurnished,2.0,Unknown,4,Jaipur,513.0,1,1,1600000
Villa,Furnished,2.0,East,2,Jaipur,2000.0,3,4,15000000
Multistorey Apartment,Furnished,1.0,East,3,Jaipur,1000.0,2,2,5200000
Multistorey Apartment,Unfurnished,0.0,Unknown,5,Jaipur,1296.0,2,2,5600000
Builder Floor Apartment,Unfurnished,2.0,West,2,Jaipur,1000.0,3,3,5500000
Residential House,Unknown,2.0,Unknown,4,Jaipur,1000.0,2,2,5700000
Multistorey Apartment,Unknown,2.0,Unknown,4,Jaipur,1000.0,3,2,9000000
Builder Floor Apartment,Semi-Furnished,1.0,Unknown,4,Jaipur,140.0,3,2,5100000
Residential House,Unfurnished,0.0,Unknown,1,Jaipur,1000.0,3,2,3000000
Multistorey Apartment,Furnished,0.0,Unknown,1,Jaipur,1000.0,2,3,8800000
Villa,Semi-Furnished,2.0,East,2,Jaipur,1280.0,3,4,5000000
Multistorey Apartment,Semi-Furnished,10.0,Unknown,13,Jaipur,1450.0,3,3,6300000
Builder Floor Apartment,Furnished,2.0,East,3,Jaipur,1000.0,1,1,1800000
Residential House,Semi-Furnished,0.0,Unknown,2,Jaipur,1000.0,4,4,6000000
Multistorey Apartment,Furnished,5.0,Unknown,5,Jaipur,1000.0,2,2,4550000
Multistorey Apartment,Semi-Furnished,7.0,West,4,Jaipur,1310.0,2,2,5300000
Multistorey Apartment,Unfurnished,1.0,North - East,3,Chandigarh,800.0,2,1,6500000
Builder Floor Apartment,Semi-Furnished,0.0,East,2,Jaipur,1000.0,3,2,5000000
Multistorey Apartment,Semi-Furnished,4.0,North - East,13,Chandigarh,1600.0,3,3,7000000
Multistorey Apartment,Semi-Furnished,1.0,East,13,Jaipur,1450.0,3,3,4600000
Multistorey Apartment,Semi-Furnished,3.0,North - East,13,Chandigarh,1450.0,4,4,15000000
Multistorey Apartment,Unfurnished,2.0,North - East,2,Chandigarh,1000.0,3,2,13000000
Villa,Semi-Furnished,2.0,North - East,2,Chandigarh,1.0,6,5,110000000
Villa,Semi-Furnished,2.0,North - West,2,Chandigarh,1400.0,4,4,52500000
Builder Floor Apartment,Semi-Furnished,0.0,Unknown,4,Chandigarh,900.0,2,2,2800000
Multistorey Apartment,Unfurnished,2.0,North - East,3,Chandigarh,1050.0,2,2,9500000
Multistorey Apartment,Semi-Furnished,4.0,North - East,18,Chandigarh,3200.0,5,5,27000000
Multistorey Apartment,Unfurnished,6.0,North - East,12,Chandigarh,1450.0,4,4,12500000
Villa,Unfurnished,2.0,South - East,3,Chandigarh,3200.0,7,5,61000000
Residential House,Unfurnished,0.0,Unknown,2,Chandigarh,3500.0,6,5,50000000
Multistorey Apartment,Semi-Furnished,2.0,North - East,10,Chandigarh,1980.0,4,4,10100000
Multistorey Apartment,Semi-Furnished,2.0,East,3,Chandigarh,1000.0,3,2,3350000
Multistorey Apartment,Semi-Furnished,4.0,North - East,14,Chandigarh,1000.0,3,3,9300000
Multistorey Apartment,Furnished,2.0,Unknown,6,Chandigarh,1000.0,2,2,5320781
Multistorey Apartment,Semi-Furnished,2.0,Unknown,4,Chandigarh,1000.0,3,3,10100000
Multistorey Apartment,Unfurnished,5.0,North - East,13,Chandigarh,2100.0,3,4,13000000
Residential House,Unfurnished,0.0,South - East,1,Chandigarh,528.0,3,2,100000000
Multistorey Apartment,Semi-Furnished,2.0,East,11,Chandigarh,1300.0,3,3,7200000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,13,Chandigarh,1000.0,3,3,9917950
Multistorey Apartment,Semi-Furnished,3.0,North - East,13,Chandigarh,1000.0,4,4,21597000
Multistorey Apartment,Semi-Furnished,10.0,South - East,20,Chandigarh,2210.0,4,4,18000000
Multistorey Apartment,Semi-Furnished,1.0,East,14,Chandigarh,1500.0,3,3,9000000
Multistorey Apartment,Semi-Furnished,4.0,East,5,Chandigarh,1500.0,3,2,14500000
Builder Floor Apartment,Semi-Furnished,1.0,North - East,3,Chandigarh,1166.0,3,3,4300000
Builder Floor Apartment,Semi-Furnished,1.0,East,3,Chandigarh,950.0,3,3,4290000
Multistorey Apartment,Semi-Furnished,2.0,East,4,Chandigarh,1750.0,3,3,9500000
Multistorey Apartment,Semi-Furnished,8.0,North,12,Chandigarh,1000.0,3,3,10323000
Multistorey Apartment,Semi-Furnished,0.0,East,3,Chandigarh,1000.0,2,2,11500000
Multistorey Apartment,Semi-Furnished,8.0,North - East,15,Chandigarh,1413.0,3,3,9250000
Villa,Semi-Furnished,2.0,South - East,2,Chandigarh,2562.0,6,7,80000000
Multistorey Apartment,Semi-Furnished,2.0,North - East,15,Chandigarh,1575.0,4,4,11950000
Multistorey Apartment,Semi-Furnished,3.0,North - East,14,Chandigarh,784.0,2,2,7522400
Multistorey Apartment,Semi-Furnished,0.0,North - East,2,Chandigarh,950.0,2,2,9500000
Multistorey Apartment,Semi-Furnished,11.0,East,15,Chandigarh,1150.0,3,2,7500000
Multistorey Apartment,Unfurnished,2.0,East,4,Chandigarh,1015.0,3,3,6490200
Multistorey Apartment,Semi-Furnished,2.0,North - East,11,Chandigarh,1200.0,3,2,6499999
Multistorey Apartment,Semi-Furnished,2.0,North - East,3,Chandigarh,1200.0,4,3,7200000
Multistorey Apartment,Semi-Furnished,6.0,North - East,15,Chandigarh,1000.0,4,4,12000000
Multistorey Apartment,Unfurnished,4.0,North - East,6,Bhopal,1000.0,3,2,3900000
Multistorey Apartment,Semi-Furnished,5.0,North - East,10,Chandigarh,1000.0,3,3,6551000
Builder Floor Apartment,Furnished,1.0,Unknown,3,Bhopal,1000.0,3,3,3200000
Multistorey Apartment,Unfurnished,2.0,Unknown,7,Bhopal,1000.0,3,3,3850000
Multistorey Apartment,Semi-Furnished,2.0,Unknown,6,Bhopal,1000.0,3,2,3600000
Multistorey Apartment,Semi-Furnished,3.0,Unknown,10,Bhopal,1200.0,3,3,5000000
Builder Floor Apartment,Semi-Furnished,2.0,Unknown,3,Bhopal,1000.0,1,1,1700000
Multistorey Apartment,Furnished,3.0,North - East,3,Bhopal,1000.0,1,1,1500000
Multistorey Apartment,Unfurnished,2.0,Unknown,6,Bhopal,890.0,2,1,5500000
Multistorey Apartment,Semi-Furnished,2.0,North - East,3,Chandigarh,1130.0,3,3,9917950
Residential House,Unfurnished,0.0,East,2,Bhopal,1000.0,3,3,6000000
